1 1 71 1 19 5.25 0 500 3 
1 2 71 1 19 5.25 0 500 3 
1 3 71 1 19 5.25 0 500 3 
1 4 71 1 19 5.25 0 500 3 
1 5 71 1 19 5.25 0 500 3 
1 6 71 1 19 5.25 0 500 3 
1 7 71 1 19 5.25 0 500 3 
1 8 71 1 19 5.25 0 500 3 
1 9 71 1 19 5.25 0 500 3 
1 10 71 1 19 5.25 0 500 3 
1 11 71 1 19 5.25 0 500 3 
1 12 71 1 19 5.25 0 500 3 
2 1 71 1 19 5.25 0 500 3 
2 2 71 1 19 5.25 0 500 3 
2 3 71 1 19 5.25 0 500 3 
2 4 71 1 19 5.25 0 500 3 
2 5 71 1 19 5.25 0 500 3 
2 6 71 1 19 5.25 0 500 3 
2 7 71 1 19 5.25 0 500 3 
2 8 71 1 19 5.25 0 500 3 
2 9 71 1 19 5.25 0 500 3 
2 10 71 1 19 5.25 0 500 3 
2 11 71 1 19 5.25 0 500 3 
2 12 71 1 19 5.25 0 500 3 
3 1 71 1 19 5.25 0 500 3 
3 2 71 1 19 5.25 0 500 3 
3 3 71 1 19 5.25 0 500 3 
3 4 71 1 19 5.25 0 500 3 
3 5 71 1 19 5.25 0 500 3 
3 6 71 1 19 5.25 0 500 3 
3 7 71 1 19 5.25 0 500 3 
3 8 71 1 19 5.25 0 500 3 
3 9 71 1 19 5.25 0 500 3 
3 10 71 1 19 5.25 0 500 3 
3 11 71 1 19 5.25 0 500 3 
3 12 71 1 19 5.25 0 500 3 
4 1 71 1 19 5.25 0 500 3 
4 2 71 1 19 5.25 0 500 3 
4 3 71 1 19 5.25 0 500 3 
4 4 71 1 19 5.25 0 500 3 
4 5 71 1 19 5.25 0 500 3 
4 6 71 1 19 5.25 0 500 3 
4 7 71 1 19 5.25 0 500 3 
4 8 71 1 19 5.25 0 500 3 
4 9 71 1 19 5.25 0 500 3 
4 10 71 1 19 5.25 0 500 3 
4 11 71 1 19 5.25 0 500 3 
4 12 71 1 19 5.25 0 500 3 
5 1 71 1 19 5.25 0 500 3 
5 2 71 1 19 5.25 0 500 3 
5 3 71 1 19 5.25 0 500 3 
5 4 71 1 19 5.25 0 500 3 
5 5 71 1 19 5.25 0 500 3 
5 6 71 1 19 5.25 0 500 3 
5 7 71 1 19 5.25 0 500 3 
5 8 71 1 19 5.25 0 500 3 
5 9 71 1 19 5.25 0 500 3 
5 10 71 1 19 5.25 0 500 3 
5 11 71 1 19 5.25 0 500 3 
5 12 71 1 19 5.25 0 500 3 
6 1 71 1 19 5.25 0 500 3 
6 2 71 1 19 5.25 0 500 3 
6 3 71 1 19 5.25 0 500 3 
6 4 71 1 19 5.25 0 500 3 
6 5 71 1 19 5.25 0 500 3 
6 6 71 1 19 5.25 0 500 3 
6 7 71 1 19 5.25 0 500 3 
6 8 71 1 19 5.25 0 500 3 
6 9 71 1 19 5.25 0 500 3 
6 10 71 1 19 5.25 0 500 3 
6 11 71 1 19 5.25 0 500 3 
6 12 71 1 19 5.25 0 500 3 
7 1 71 1 19 5.25 0 500 3 
7 2 71 1 19 5.25 0 500 3 
7 3 71 1 19 5.25 0 500 3 
7 4 71 1 19 5.25 0 500 3 
7 5 71 1 19 5.25 0 500 3 
7 6 71 1 19 5.25 0 500 3 
7 7 71 1 19 5.25 0 500 3 
7 8 71 1 19 5.25 0 500 3 
7 9 71 1 19 5.25 0 500 3 
7 10 71 1 19 5.25 0 500 3 
7 11 71 1 19 5.25 0 500 3 
7 12 71 1 19 5.25 0 500 3 
8 1 71 1 19 5.25 0 500 3 
8 2 71 1 19 5.25 0 500 3 
8 3 71 1 19 5.25 0 500 3 
8 4 71 1 19 5.25 0 500 3 
8 5 71 1 19 5.25 0 500 3 
8 6 71 1 19 5.25 0 500 3 
8 7 71 1 19 5.25 0 500 3 
8 8 71 1 19 5.25 0 500 3 
8 9 71 1 19 5.25 0 500 3 
8 10 71 1 19 5.25 0 500 3 
8 11 71 1 19 5.25 0 500 3 
8 12 71 1 19 5.25 0 500 3 
9 1 71 1 19 5.25 0 500 3 
9 2 71 1 19 5.25 0 500 3 
9 3 71 1 19 5.25 0 500 3 
9 4 71 1 19 5.25 0 500 3 
9 5 71 1 19 5.25 0 500 3 
9 6 71 1 19 5.25 0 500 3 
9 7 71 1 19 5.25 0 500 3 
9 8 71 1 19 5.25 0 500 3 
9 9 71 1 19 5.25 0 500 3 
9 10 71 1 19 5.25 0 500 3 
9 11 71 1 19 5.25 0 500 3 
9 12 71 1 19 5.25 0 500 3 
10 1 71 1 19 5.25 0 500 3 
10 2 71 1 19 5.25 0 500 3 
10 3 71 1 19 5.25 0 500 3 
10 4 71 1 19 5.25 0 500 3 
10 5 71 1 19 5.25 0 500 3 
10 6 71 1 19 5.25 0 500 3 
10 7 71 1 19 5.25 0 500 3 
10 8 71 1 19 5.25 0 500 3 
