Version 2.0 created on 18-May-2001 23:38:00 by Leo Piilonen.
  0.1267672E+00   0.8732328E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.4780412E-01   0.1079430E+00   0.8442529E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.3796012E-01   0.9319802E-01   0.9849379E-01 
  0.7703481E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.3188728E-01   0.7848746E-01 
  0.8618281E-01   0.9107997E-01   0.7123624E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2271837E-01 
  0.6063233E-01   0.7431519E-01   0.8160146E-01   0.8623829E-01   0.6744943E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.1642935E-01   0.4546414E-01   0.5820184E-01   0.7133621E-01   0.7833041E-01 
  0.8278137E-01   0.6474567E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.1310044E-01   0.3635279E-01   0.4393765E-01   0.5624768E-01 
  0.6894106E-01   0.7570042E-01   0.8000194E-01   0.6257180E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.1117117E-01   0.2681267E-01   0.3543620E-01 
  0.4282983E-01   0.5482947E-01   0.6720281E-01   0.7379173E-01   0.7798479E-01 
