Version 2.0 created on 18-May-2001 23:38:00 by Leo Piilonen.
  0.1026019E+00   0.8973981E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.4782609E-01   0.1056613E+00   0.8465126E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.5753326E-01   0.9405693E-01   0.9414674E-01 
  0.7542631E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6114398E-01   0.7906008E-01 
  0.8580649E-01   0.8588842E-01   0.6881010E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.4966758E-01 
  0.6160100E-01   0.7483913E-01   0.8122537E-01   0.8130292E-01   0.6513640E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.4599057E-01   0.5247664E-01   0.5843779E-01   0.7099614E-01   0.7705444E-01 
  0.7712801E-01   0.6179164E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.3368055E-01   0.4264300E-01   0.5080813E-01   0.5657974E-01 
  0.6873880E-01   0.7460447E-01   0.7467570E-01   0.5982696E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.3160920E-01   0.3464479E-01   0.4120556E-01 
  0.4909545E-01   0.5467251E-01   0.6642170E-01   0.7208965E-01   0.7215848E-01 
  0.5781026E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.2598870E-01   0.2942357E-01 
  0.3379323E-01   0.4019273E-01   0.4788869E-01   0.5332866E-01   0.6478906E-01 
  0.7031769E-01   0.7038482E-01   0.5638929E+00   0.0000000E+00   0.0000000E+00 
