Version 2.0 created on 18-May-2001 23:38:00 by Leo Piilonen.
  0.1000000E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.7007160E+00   0.2992840E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.6678721E+00   0.2852560E+00   0.4687195E-01 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6583690E+00   0.2811971E+00 
  0.4620501E-01   0.1422883E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6537008E+00 
  0.2792032E+00   0.4587739E-01   0.1412794E-01   0.7090656E-02   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.6523867E+00   0.2786420E+00   0.4578516E-01   0.1409954E-01   0.7076402E-02 
  0.2010268E-02   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.6520332E+00   0.2784910E+00   0.4576035E-01   0.1409190E-01 
  0.7072567E-02   0.2009178E-02   0.5419301E-03   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.6519474E+00   0.2784543E+00   0.4575433E-01 
  0.1409004E-01   0.7071637E-02   0.2008914E-02   0.5418589E-03   0.1315005E-03 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6517586E+00   0.2783737E+00 
  0.4574108E-01   0.1408597E-01   0.7069589E-02   0.2008332E-02   0.5417020E-03 
  0.1314625E-03   0.2895373E-03   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6517586E+00 
  0.2783737E+00   0.4574108E-01   0.1408597E-01   0.7069589E-02   0.2008332E-02 
  0.5417020E-03   0.1314625E-03   0.2895373E-03   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.6517290E+00   0.2783611E+00   0.4573901E-01   0.1408532E-01   0.7069268E-02 
  0.2008241E-02   0.5416774E-03   0.1314565E-03   0.2895241E-03   0.0000000E+00 
  0.4550047E-04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.6516947E+00   0.2783464E+00   0.4573660E-01   0.1408458E-01 
  0.7068896E-02   0.2008135E-02   0.5416489E-03   0.1314496E-03   0.2895089E-03 
  0.0000000E+00   0.4549808E-04   0.5259162E-04   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.6516947E+00   0.2783464E+00   0.4573660E-01 
  0.1408458E-01   0.7068896E-02   0.2008135E-02   0.5416489E-03   0.1314496E-03 
  0.2895089E-03   0.0000000E+00   0.4549808E-04   0.5259162E-04   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6516947E+00   0.2783464E+00 
  0.4573660E-01   0.1408458E-01   0.7068896E-02   0.2008135E-02   0.5416489E-03 
  0.1314496E-03   0.2895089E-03   0.0000000E+00   0.4549808E-04   0.5259162E-04 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6516947E+00 
  0.2783464E+00   0.4573660E-01   0.1408458E-01   0.7068896E-02   0.2008135E-02 
  0.5416489E-03   0.1314496E-03   0.2895089E-03   0.0000000E+00   0.4549808E-04 
  0.5259162E-04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 

  0.1000000E+01   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.7281108E+00   0.2718892E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.6396416E+00   0.2388532E+00   0.1215052E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6056703E+00   0.2261678E+00 
  0.1150521E+00   0.5310990E-01   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00 
  0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.5920619E+00 
  0.2210862E+00   0.1124671E+00   0.5191661E-01   0.2246833E-01   0.0000000E+00 
