# crystal position with wrapping 170 um
29 3.17639896297 0.294245437514 1.59608549688 2504.48654911 0.574961472735 1.59418447736
29 3.14145506509 0.293807724782 1.57026253971 2505.9336776 0.574595280314 1.55082313425
28 3.17615230422 0.30660445396 1.59622657492 2422.85460223 0.598262698723 1.59422021543
28 3.14143844777 0.303888480136 1.57101146808 2422.08956114 0.598250931593 1.55082262965
27 3.17585981811 0.319409721299 1.59619967933 2345.48687701 0.622372892684 1.59425318777
27 3.14117716188 0.318631887748 1.57072567467 2344.35000937 0.622664628861 1.55089022324
26 3.17560879892 0.331870218241 1.59630976679 2271.33532242 0.647377506539 1.59428883592
26 3.14147652411 0.331758773828 1.57060730456 2270.66305881 0.647658868138 1.55091960973
25 3.17541748965 0.345403207648 1.59632160082 2201.3792179 0.673198032622 1.59432987868
25 3.14150279921 0.345301073061 1.5705827886 2200.72245572 0.673497982064 1.55095922212
24 3.17372878691 0.359766113976 1.59712449883 2133.03093536 0.700891236374 1.59434620507
24 3.14145837723 0.363067501928 1.5706523307 2133.19313082 0.701204717736 1.55097059936
23 3.17372732804 0.374245619091 1.59702866664 2069.86288382 0.728483856492 1.59438106277
23 3.14132746896 0.377434947794 1.57072625569 2070.72681691 0.728627471199 1.55100764509
22 3.17357463441 0.389151555776 1.59695830885 2010.62784306 0.756969845655 1.594421218
22 3.14135952444 0.392356643551 1.57064764514 2011.9539512 0.756929324977 1.55104875672
21 3.17327947961 0.404553435385 1.59706642688 1955.00900417 0.786357013826 1.5944644407
21 3.14149431231 0.406577970983 1.57058259807 1955.27368652 0.786291454211 1.55108042325
20 3.17413035519 0.420419160832 1.5965356773 1899.72507998 0.817710332734 1.59451647537
20 3.14120206375 0.419925815532 1.5709327941 1899.36665488 0.817886573976 1.55113107934
19 3.17384363003 0.436786680791 1.59650191457 1849.91150858 0.84896362996 1.59455436087
19 3.14138310439 0.436255381155 1.57072271981 1849.52498843 0.849182279949 1.55116930822
18 3.17376123764 0.453580266766 1.59641684921 1803.07280946 0.881117964755 1.59458917028
18 3.1413506536 0.45306171115 1.57086022557 1802.66992622 0.881383157325 1.55119820258
17 3.17314269994 0.470519373523 1.59661769737 1758.95659994 0.914235637323 1.59461454937
17 3.14161741025 0.470357287867 1.57076701073 1758.74860439 0.914484013395 1.55123194606
16 3.17394081901 0.488199464564 1.59588134313 1716.47252749 0.949325105066 1.59466449078
16 3.1402048594 0.488114975866 1.57120517378 1716.32274053 0.949509906778 1.551333968
15 3.17362636247 0.506349689303 1.59588084721 1678.15792854 0.984257356047 1.5946929449
15 3.14124391349 0.506400514985 1.57061375513 1678.03183014 0.984468455237 1.55133626606
14 3.17304406114 0.525190225632 1.59611939351 1642.51117501 1.02008258752 1.59472145505
14 3.1413388832 0.52505183148 1.57065337017 1642.41109197 1.02026387126 1.5513542165
13 3.17261336795 0.544270257569 1.59613701108 1609.57473469 1.0567213407 1.59475018107
13 3.14138235432 0.544129530367 1.57058107018 1609.47915729 1.05691035284 1.55138330246
12 3.17245307848 0.563690701905 1.5960181723 1578.18322434 1.09541810943 1.59477612334
12 3.13949936559 0.562094585568 1.57204956994 1578.30709052 1.09515925643 1.55143216596
11 3.17188811513 0.583514630248 1.59611888967 1550.39227895 1.13373507287 1.59479495001
11 3.1416266978 0.583349008046 1.5707891038 1550.40768528 1.13381010954 1.55139067789
10 3.17155730681 0.603717983362 1.59605611207 1525.10209975 1.17281026399 1.59481243537
10 3.14138427783 0.603558297225 1.57058484221 1525.10836765 1.17288373317 1.55144281341
9 3.17108922973 0.624266669827 1.59611035597 1502.27089381 1.21260935001 1.59482432488
9 3.1414080589 0.624073074543 1.57058649599 1502.27123168 1.21268993279 1.55145625185
8 3.17068171191 0.644731247086 1.59606796848 1481.24104909 1.25434146933 1.59483638282
8 3.14098138933 0.644863679768 1.57083166674 1481.26029804 1.25439572079 1.55148258437
7 3.17110350389 0.666109486235 1.59520570898 1463.29249163 1.29555765576 1.59483974822
7 3.14121565279 0.66597597268 1.57105646763 1463.33919523 1.29553936662 1.55145079901
6 3.17064419071 0.687461534529 1.59525275025 1447.75764327 1.33727374237 1.59485243567
6 3.14117525214 0.687349169841 1.57048379315 1447.78289104 1.33725684003 1.55150757419
5 3.1700705949 0.709015295723 1.59520765652 1434.59507238 1.37950068966 1.59484334091
5 3.1413185774 0.708903272953 1.57061168569 1434.62146211 1.37948258749 1.55148321717
4 3.17293002843 0.73078534676 1.59184793207 1423.53566766 1.42336619421 1.59482920475
4 3.14048178216 0.730765731379 1.56996146882 1423.5281383 1.42335228418 1.55161129581
3 3.17300826475 0.752633792488 1.59241928069 1415.16598285 1.46642877228 1.59493283703
3 3.14147047104 0.752611425115 1.57071107685 1415.17463374 1.46641329781 1.55144882783
2 3.17167130553 0.774574044738 1.59179008286 1409.15158607 1.50978977951 1.59480209149
2 3.14121192244 0.774536900416 1.57053201684 1409.17134234 1.5097748421 1.55147461963
1 3.17130778313 0.785555193458 1.59179707303 1406.27357727 1.55103888899 1.59479449832
1 3.14123265636 0.785401812271 1.57053807297 1406.29292697 1.55104900991 1.55146518185
1 1.57139365685 1.54651108019 -3.12285916878 1406.31865384 1.59126991522 1.59479485534
1 1.57083886921 1.5710512525 3.14133430822 1406.31470871 1.59127474329 1.55146530641
2 1.59326312672 1.54697634793 -3.12279612113 1409.2428028 1.63252511743 1.59481814833
2 1.59286881174 1.57106164741 3.14133500083 1409.2278132 1.63252976059 1.55147482802
3 1.63710620982 1.54795499436 -3.12281030443 1415.27258713 1.67587839484 1.59483027897
