0	0
1	0
2	0
3	28.0014
4	0
5	0
6	28.0119
7	66.9774
8	0
9	0
10	0
11	0
12	0
13	0
14	30.4924
15	30.9759
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	24.8978
25	33.2336
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	31.6074
35	30.7328
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	38.8064
45	31.61
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	32.953
57	39.8083
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	34.681
69	32.1
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	33.5346
81	32.4705
82	37.3795
83	34.213
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	28.6219
95	36.2166
96	38.783
97	28.7034
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	27.8848
111	33.7959
112	28.0005
113	40.6268
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	25.0708
127	32.0966
128	38.2303
129	38.2689
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	38.3215
145	30.4379
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	36.6392
163	31.4052
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	32.27
181	31.0088
182	34.7201
183	33.0601
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	34.2553
201	28.8989
202	26.3187
203	31.6408
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	29.9813
223	37.6199
224	30.8043
225	33.8603
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	38.6523
245	33.233
246	35.1524
247	31.8943
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	46.1297
269	38.0843
270	43.7322
271	32.5257
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	33.789
293	31.9862
294	40.5999
295	39.2874
296	0
297	0
298	0
299	0
