QC2RE3425 -3.430000 .01 -1.1170357662736e-10 -2.534451749752799e-06 -4.33158099429206e-10 -1.0700720387210207e-08 0 -.0007 0
QC2RE3415 -3.420000 .01 -9.49227049296834e-11 -5.309196508554149e-06 -9.0739026662626e-10 -2.2415982992902464e-08 0 -.0007 0
QC2RE3405 -3.410000 .01 -7.67678299619954e-11 -5.894049570168619e-06 -1.00734825512701e-09 -2.4885293793769234e-08 0 -.0007 0
QC2RE3395 -3.400000 .01 -5.83852041123418e-11 -6.718217522626987e-06 -1.14820754502328e-09 -2.8365017095748345e-08 0 -.0007 0
QC2RE3385 -3.390000 .01 -4.13278284083157e-11 -7.748231233565152e-06 -1.32424786145174e-09 -3.271384272117882e-08 0 -.0007 0
QC2RE3375 -3.380000 .01 -2.69481238352642e-11 -8.997030690768678e-06 -1.53768071782199e-09 -3.798640465199411e-08 0 -.0007 0
QC2RE3365 -3.370000 .01 -1.57855870192337e-11 -1.0503597829451319e-05 -1.795168490446e-09 -4.4347288696117146e-08 0 -.0007 0
QC2RE3355 -3.360000 .01 -7.85617144323189e-12 -1.2325328007572687e-05 -2.10652061529048e-09 -5.2038824058319546e-08 0 -.0007 0
QC2RE3345 -3.350000 .01 -2.91387744504047e-12 -1.4537993183377003e-05 -2.48468728323765e-09 -6.138092787193868e-08 0 -.0007 0
QC2RE3335 -3.340000 .01 -3.07623498138325e-13 -1.723917778119131e-05 -2.94634666991439e-09 -7.278561178366397e-08 0 -.0007 0
QC2RE3325 -3.330000 .01 8.43381983853863e-13 -2.055373942847222e-05 -3.51283822223332e-09 -8.678003775653298e-08 0 -.0007 0
QC2RE3315 -3.320000 .01 1.14965167209263e-12 -2.464081015413714e-05 -4.21135921089908e-09 -1.0403607786160043e-07 0 -.0007 0
QC2RE3305 -3.310000 .01 8.530281843889e-13 -2.9701843843043756e-05 -5.07634011600441e-09 -1.2540429147250184e-07 0 -.0007 0
QC2RE3295 -3.300000 .01 1.36914906327225e-13 -3.598841775269839e-05 -6.1507779972479e-09 -1.5194686408502306e-07 0 -.0007 0
QC2RE3285 -3.290000 .01 -6.9663146908824e-13 -4.380641832639127e-05 -7.48695189869491e-09 -1.849552802579868e-07 0 -.0007 0
QC2RE3275 -3.280000 .01 -1.35190735853084e-12 -5.35085375847884e-05 -9.14514040212849e-09 -2.2591864259368767e-07 0 -.0007 0
QC2RE3265 -3.270000 .01 -1.73193458400835e-12 -6.545673054164388e-05 -1.11872052181694e-08 -2.7636516302013303e-07 0 -.0007 0
QC2RE3255 -3.260000 .01 -1.91544289506612e-12 -7.991424921189816e-05 -1.36581387270649e-08 -3.374063190801573e-07 0 -.0007 0
QC2RE3245 -3.250000 .01 -2.00715795330456e-12 -9.678047230040466e-05 -1.65407437456448e-08 -4.0861727714081895e-07 0 -.0007 0
QC2RE3235 -3.240000 .01 -2.04929755039175e-12 -.00011498671160955854 -1.96523708460622e-08 -4.854859238486889e-07 0 -.0007 0
QC2RE3225 -3.230000 .01 -2.05172382853109e-12 -.00013118603173099399 -2.24209955285198e-08 -5.538811478253522e-07 0 -.0007 0
QC2RE3215 -3.220000 .01 -2.03361880020842e-12 -.00013704408150689085 -2.34221944117105e-08 -5.78614446722183e-07 0 -.0007 0
QC2RE3205 -3.210000 .01 -2.01070661522534e-12 -.00011398597787099063 -1.94813355136393e-08 -4.812607213292457e-07 0 -.0007 0
QC2RE3195 -3.200000 .01 -1.98429644612138e-12 -2.4047531995106813e-05 -4.10996194499121e-09 -1.0153119541819167e-07 0 -.0007 0
QC2RE3185 -3.190000 .01 -1.95088578012313e-12 .00020304560738106298 3.47025108119429e-08 8.57279792621004e-07 0 -.0007 0
QC2RE3175 -3.180000 .01 -1.91140423309448e-12 .0006801647568941615 1.16246911684038e-07 2.87172674779432e-06 0 -.0007 0
QC2RE3165 -3.170000 .01 -1.86562975989461e-12 .0015512211325875531 2.65119096660831e-07 6.549417877128639e-06 0 -.0007 0
