1.26 0.0126 201 101
0 0 1249 1235 1250 1236
0 1 1249 1235 1250 1236
0 2 1235 1249 1236 1250
0 3 1235 1249 1236 1250
0 4 1235 1249 1236 1250
0 5 1235 1221 1236 1222
0 6 1235 1221 1236 1222
0 7 1221 1235 1222 1236
0 8 1221 1235 1222 1236
0 9 1221 1235 1222 352
1 0 1249 1235 336 308
1 1 1249 1235 336 308
1 2 1235 1249 336 308
1 3 1235 1249 308 336
1 4 1235 1249 308 336
1 5 1235 1221 308 343
1 6 1235 1221 308 343
1 7 1221 1235 343 308
1 8 1221 1235 343 352
1 9 1221 1235 343 352
1 10 1221 1207 352 343
1 11 1221 1207 352 343
1 12 1207 1221 1208 343
1 13 1207 1221 1208 343
1 14 1207 1221 1208 343
1 15 1207 1193 1208 347
1 16 1207 1193 1208 347
2 0 1249 1235 336 308
2 1 1249 1235 336 308
2 2 1235 1249 336 308
2 3 1235 1249 308 336
2 4 1235 1249 308 336
2 5 1235 1221 308 343
2 6 1235 1221 308 343
2 7 1221 1235 343 308
2 8 1221 1235 343 308
2 9 1221 1235 343 352
2 10 1221 1207 343 352
2 11 1221 1207 352 343
2 12 1207 1221 352 343
2 13 1207 1221 352 343
2 14 1207 352 343 347
2 15 1207 1193 352 347
2 16 1207 1193 352 347
2 17 1193 1207 352 347
2 18 1193 1207 1194 352
2 19 1193 1179 1194 352
2 20 1193 1179 1194 352
2 21 1193 1179 1194 1180
3 0 1249 336 1235 308
3 1 1249 1235 336 308
3 2 1235 1249 336 308
3 3 1235 1249 308 336
3 4 1235 1249 308 336
3 5 1235 1221 308 343
3 6 1235 1221 308 343
3 7 1221 1235 343 308
3 8 1221 1235 343 308
3 9 1221 343 1235 352
3 10 1221 1207 343 352
3 11 1221 1207 343 352
3 12 1207 352 1221 343
3 13 1207 352 1221 343
3 14 1207 352 1193 343
3 15 1207 352 1193 347
3 16 1207 1193 352 347
3 17 1193 1207 352 347
3 18 1193 1207 347 352
3 19 1193 1179 347 352
3 20 1193 1179 347 352
3 21 1193 1179 347 335
3 22 1179 1193 347 335
3 23 1179 1193 1180 347
3 24 1179 1165 1180 347
3 25 1179 1165 1180 1166
4 0 1249 336 1235 308
4 1 1249 336 1235 308
4 2 1235 1249 336 308
4 3 1235 308 1249 336
4 4 1235 308 1249 336
4 5 1235 308 1221 343
4 6 1235 308 1221 343
4 7 1221 1235 308 343
4 8 1221 343 1235 308
4 9 1221 343 308 352
4 10 1221 343 352 1207
4 11 352 1221 343 1207
4 12 352 1207 308 1221
4 13 352 1207 343 1221
4 14 352 1207 1193 343
4 15 352 1207 1193 347
4 16 352 1207 1193 347
4 17 1193 352 347 1207
4 18 1193 347 352 1207
4 19 1193 1179 347 352
4 20 1193 1179 347 352
4 21 1179 1193 347 335
4 22 1179 1193 347 335
4 23 1179 1193 335 347
4 24 1179 1165 335 347
4 25 1179 1165 335 311
4 26 1165 1179 335 311
4 27 1165 1179 1166 1180
4 28 1165 1179 1166 1180
4 29 1165 1151 1166 1152
5 0 336 1249 308 1235
5 1 336 1249 308 1235
5 2 336 308 1235 1249
5 3 308 336 1235 1249
5 4 308 1235 336 1249
5 5 308 1235 343 1221
5 6 308 343 1235 1221
5 7 308 343 1221 1235
5 8 343 1221 308 1235
5 9 343 1221 308 352
5 10 343 352 1221 1207
5 11 343 352 1221 1207
5 12 352 343 1207 1221
5 13 352 1207 343 347
5 14 352 1207 347 343
5 15 352 1207 347 1193
5 16 352 347 1193 1207
5 17 352 1193 347 1207
5 18 1193 347 352 1207
5 19 1193 347 1179 352
5 20 1193 1179 347 335
5 21 1179 1193 347 335
5 22 1179 1193 335 347
5 23 1179 1193 335 347
5 24 1179 1165 335 311
5 25 1179 1165 335 311
5 26 1165 1179 311 335
5 27 1165 1179 311 335
5 28 1165 1179 311 335
5 29 1165 1151 311 307
5 30 1165 1151 1166 1152
5 31 1151 1165 1152 1166
5 32 1151 1165 1152 1166
6 0 336 308 1249 1235
6 1 336 308 1249 1235
6 2 336 308 1235 1249
6 3 308 336 1235 1249
6 4 308 336 1235 1249
6 5 308 343 1235 1221
6 6 308 343 1235 1221
6 7 308 343 1221 1235
6 8 343 308 1221 352
6 9 343 308 1221 352
6 10 343 352 1221 308
6 11 343 352 1221 1207
6 12 352 343 1207 1221
6 13 352 343 1207 347
6 14 352 347 1207 343
6 15 352 347 1207 343
6 16 352 347 1193 1207
6 17 347 352 1193 1207
6 18 347 1193 335 1207
6 19 347 1193 335 1179
6 20 347 1193 1179 335
6 21 1179 347 335 1193
6 22 1179 335 1193 347
6 23 1179 335 1165 347
6 24 1179 1165 335 311
6 25 1179 1165 335 311
6 26 1165 1179 311 335
6 27 1165 1179 311 335
6 28 1165 1151 311 307
6 29 1165 1151 311 307
6 30 1165 1151 311 307
6 31 1151 1165 307 311
6 32 1151 1165 307 311
6 33 1151 1137 1152 1138
6 34 1151 1137 1152 1138
7 0 336 308 1249 1235
7 1 336 308 1249 1235
7 2 336 308 1235 1249
7 3 308 336 1235 1249
7 4 308 336 1235 1249
7 5 308 343 1235 1221
7 6 308 343 1235 1221
