0	 18.0	 90.0	  0.0	1	0.001626	4.205670	-5.780420	-20.039400	190.998993	-409.613007	0.147260	-0.000000
0	 18.0	 90.0	  0.0	0	-0.000541	-4.367500	10.454000	10.796800	-297.466003	958.510010	0.165230	-0.000000
1	 18.0	 90.0	  0.0	1	0.000969	4.301610	-8.423030	-15.802900	266.417999	-771.664978	0.156370	-0.000000
1	 18.0	 90.0	  0.0	0	-0.000833	-4.323080	9.038180	13.687000	-285.648010	897.914978	0.156970	-0.000000
2	 18.0	 90.0	  0.0	1	0.000945	4.305000	-8.516100	-15.256300	272.089996	-813.749023	0.156470	-0.000000
2	 18.0	 90.0	  0.0	0	-0.000878	-4.317900	8.903630	13.674800	-286.436005	909.888977	0.156070	-0.000000
3	 18.0	 90.0	  0.0	1	0.000957	4.303010	-8.461840	-15.150700	273.528015	-826.763000	0.155990	-0.000000
3	 18.0	 90.0	  0.0	0	-0.000920	-4.308930	8.645500	14.533000	-279.135986	864.492004	0.155440	-0.000000
4	 18.0	 90.0	  0.0	1	0.000976	4.300250	-8.388030	-15.091000	274.496002	-836.213013	0.155400	-0.000000
4	 18.0	 90.0	  0.0	0	-0.000942	-4.305670	8.562090	14.494000	-279.838013	872.432983	0.154830	-0.000000
5	 18.0	 90.0	  0.0	1	0.000994	4.297730	-8.329300	-14.982800	275.635986	-846.635010	0.154880	-0.000000
5	 18.0	 90.0	  0.0	0	-0.000965	-4.302530	8.486170	14.432700	-280.574005	880.129028	0.154230	-0.000000
6	 18.0	 90.0	  0.0	1	0.001009	4.295810	-8.293050	-14.803600	277.246002	-860.296997	0.154450	-0.000000
6	 18.0	 90.0	  0.0	0	-0.000995	-4.298250	8.380010	14.454500	-280.540009	881.830017	0.153510	-0.000000
7	 18.0	 90.0	  0.0	1	0.000972	4.301840	-8.485970	-14.256500	282.052002	-891.405029	0.155190	-0.000000
7	 18.0	 90.0	  0.0	0	-0.001134	-4.276720	7.721200	16.503000	-259.502014	743.265991	0.151420	-0.000000
8	 18.0	 90.0	  0.0	1	-0.000458	4.527730	-14.991700	36.243999	-46.597900	23.114000	0.660503	0.095122
8	 18.0	 90.0	  0.0	0	0.000263	-4.410870	10.632800	-7.956710	-48.904202	91.023697	0.407411	-0.100000
9	 18.0	 90.0	  0.0	1	-0.000173	4.412860	-10.843600	8.020270	48.941799	-89.550400	0.420434	0.099999
9	 18.0	 90.0	  0.0	0	0.000236	-4.419930	10.963300	-8.536450	-49.434799	91.412498	0.406582	-0.100000
10	 18.0	 90.0	  0.0	1	-0.000425	4.427890	-10.972500	8.729830	49.771198	-93.419197	0.409682	0.099984
10	 18.0	 90.0	  0.0	0	0.000403	-4.432920	11.126300	-9.238970	-50.737499	96.394096	0.405777	-0.100000
11	 18.0	 90.0	  0.0	1	-0.000409	4.435240	-11.083900	9.326500	50.944698	-97.959198	0.406782	0.099992
