 0   18.0   90.0    0.0 1  0.0  4.0  0.0  0.0  0.0  0.0  0.147260  4.0
 0   18.0   90.0    0.0 0  0.0 -4.0  0.0  0.0  0.0  0.0  0.165230 -4.0
 1   18.0   90.0    0.0 1  0.0  4.0  0.0  0.0  0.0  0.0  0.156370  4.0
 1   18.0   90.0    0.0 0  0.0 -4.0  0.0  0.0  0.0  0.0  0.156970 -4.0
 2   18.0   90.0    0.0 1  0.0  4.0  0.0  0.0  0.0  0.0  0.156470  4.0
 2   18.0   90.0    0.0 0  0.0 -4.0  0.0  0.0  0.0  0.0  0.156070 -4.0
 3   18.0   90.0    0.0 1  0.0  4.0  0.0  0.0  0.0  0.0  0.155990  4.0
 3   18.0   90.0    0.0 0  0.0 -4.0  0.0  0.0  0.0  0.0  0.155440 -4.0
 4   18.0   90.0    0.0 1  0.0  4.0  0.0  0.0  0.0  0.0  0.155400  4.0
 4   18.0   90.0    0.0 0  0.0 -4.0  0.0  0.0  0.0  0.0  0.154830 -4.0
 5   18.0   90.0    0.0 1  0.0  4.0  0.0  0.0  0.0  0.0  0.154880  4.0
 5   18.0   90.0    0.0 0  0.0 -4.0  0.0  0.0  0.0  0.0  0.154230 -4.0
 6   18.0   90.0    0.0 1  0.0  4.0  0.0  0.0  0.0  0.0  0.154450  4.0
 6   18.0   90.0    0.0 0  0.0 -4.0  0.0  0.0  0.0  0.0  0.153510 -4.0
 7   18.0   90.0    0.0 1  0.0  4.0  0.0  0.0  0.0  0.0  0.155190  4.0
 7   18.0   90.0    0.0 0  0.0 -4.0  0.0  0.0  0.0  0.0  0.151420 -4.0
 8   18.0   90.0    0.0 1  0.0  4.0  0.0  0.0  0.0  0.0  0.660503  4.0
 8   18.0   90.0    0.0 0  0.0 -4.0  0.0  0.0  0.0  0.0  0.407411 -4.0
 9   18.0   90.0    0.0 1  0.0  4.0  0.0  0.0  0.0  0.0  0.420434  4.0
