 0   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.42013300    
 1   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.40049800    
 2   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.38086300    
 3   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.36122800    
 4   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.34159300    
 5   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.32195800    
 6   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.30232300    
 7   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.28268800    
 8   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.24538200    
 9   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.20964600    
10   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.17391000    
11   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.13817500    
12   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.10243900    
13   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.66703600E-01
14   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.15244300    
15   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.12266300    
16   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.92883500E-01
17   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.63103900E-01
18   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.33324200E-01
19   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.43626200E-02
20   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.81149300E-01
21   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.56325100E-01
22   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.30799700E-01
23   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000      -0.52742400E-02
24   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000       0.20251200E-01
