0	 18.0	 90.0	  0.0	1	0.002137	4.115740	-3.108130	27.519501	1087.069946	-19470.300781	0.095468	-0.000016
0	 18.0	 90.0	  0.0	0	-0.004121	-3.659670	-17.603001	187.585999	869.632996	-5382.089844	0.111908	0.000000
1	 18.0	 90.0	  0.0	1	0.005279	3.501110	20.513500	-154.123993	-1407.369995	7569.140137	0.130166	-0.000002
1	 18.0	 90.0	  0.0	0	-0.004154	-3.681070	-15.489700	153.382996	521.398987	-2082.530029	0.115609	0.071608
2	 18.0	 90.0	  0.0	1	0.003738	3.809450	8.475480	-50.666000	-649.982971	110.911003	0.115306	-0.000002
2	 18.0	 90.0	  0.0	0	-0.005083	-3.549240	-18.227699	137.604004	1113.109985	-5870.899902	0.138529	0.099887
3	 18.0	 90.0	  0.0	1	0.005682	3.507220	17.868900	-122.876999	-973.497986	4696.160156	0.143496	-0.000052
3	 18.0	 90.0	  0.0	0	-0.005847	-3.511590	-17.275700	119.186996	903.536011	-4168.919922	0.129570	0.000008
4	 18.0	 90.0	  0.0	1	0.003831	3.829620	6.655350	-30.642000	-549.012024	374.204987	0.128748	-0.000001
4	 18.0	 90.0	  0.0	0	-0.006205	-3.499250	-16.462400	107.238998	791.182007	-3487.889893	0.133108	0.000006
5	 18.0	 90.0	  0.0	1	0.004537	3.705650	11.751800	-115.080002	39.406101	-515.838013	0.140590	-0.081544
5	 18.0	 90.0	  0.0	0	-0.004551	-3.721110	-9.931360	58.167999	632.512024	-2052.560059	0.144179	0.000011
6	 18.0	 90.0	  0.0	1	0.006016	3.527060	14.883400	-93.428200	-614.926025	2703.429932	0.172507	-0.071785
6	 18.0	 90.0	  0.0	0	-0.005805	-3.557970	-14.250200	93.511803	581.697998	-2631.330078	0.174817	0.000011
7	 18.0	 90.0	  0.0	1	0.006169	3.539620	13.822000	-85.940002	-529.885010	2300.110107	0.188823	-0.000013
7	 18.0	 90.0	  0.0	0	-0.005378	-3.511460	-22.780800	362.033997	-2285.479980	6788.419922	0.150843	0.000016
8	 18.0	 90.0	  0.0	1	0.006451	3.528720	13.581600	-82.791901	-460.605011	1982.689941	0.221998	-0.058122
8	 18.0	 90.0	  0.0	0	-0.005617	-3.616780	-11.670900	74.567001	373.962006	-1518.170044	0.172890	0.000011
9	 18.0	 90.0	  0.0	1	0.006406	3.587040	10.957800	-64.983101	-306.365997	1162.569946	0.185367	-0.000002
9	 18.0	 90.0	  0.0	0	-0.004804	-3.689500	-9.875510	66.735703	279.671997	-1172.869995	0.234259	0.001248
10	 18.0	 90.0	  0.0	1	0.006690	3.593250	9.967670	-57.396599	-247.026001	915.640015	0.206773	-0.000000
10	 18.0	 90.0	  0.0	0	-0.006200	-3.636980	-9.298600	56.937801	229.912994	-883.265991	0.202446	0.000000
11	 18.0	 90.0	  0.0	1	0.000702	4.445340	-17.500299	267.542999	-1813.540039	3632.879883	0.213033	-0.023494
11	 18.0	 90.0	  0.0	0	-0.006362	-3.654220	-8.221970	50.109200	177.212006	-663.429016	0.223631	0.000003
12	 18.0	 90.0	  0.0	1	0.007341	3.609350	8.046280	-44.622200	-155.688995	541.466980	0.254110	-0.000105
12	 18.0	 90.0	  0.0	0	-0.006758	-3.658390	-7.296300	43.194901	142.466995	-501.015991	0.289752	0.000003
13	 18.0	 90.0	  0.0	1	-0.000683	4.582820	-18.607401	222.800003	-1236.339966	2077.899902	0.270017	-0.000031
13	 18.0	 90.0	  0.0	0	-0.008328	-3.629980	-6.530240	37.314999	109.401001	-360.169006	0.334095	0.082188
14	 18.0	 90.0	  0.0	1	0.004599	3.762790	7.129950	-50.799599	-157.472000	623.231018	0.277069	-0.001365
14	 18.0	 90.0	  0.0	0	0.000571	-4.650040	24.998100	-371.153992	2386.209961	-4706.049805	0.223282	0.000534
15	 18.0	 90.0	  0.0	1	0.007346	3.605750	8.229770	-45.697800	-163.516006	568.349976	0.227837	-0.000001
15	 18.0	 90.0	  0.0	0	-0.000012	-4.501020	17.281300	-232.858994	1452.849976	-2690.250000	0.249822	0.000190
16	 18.0	 90.0	  0.0	1	-0.000351	4.543070	-17.736000	220.078003	-1272.819946	2208.330078	0.264847	-0.000000
16	 18.0	 90.0	  0.0	0	-0.007116	-3.649240	-7.057760	41.081001	127.394997	-448.083008	0.252179	0.000016
17	 18.0	 90.0	  0.0	1	-0.000191	4.517480	-16.430401	194.013000	-1086.729980	1836.400024	0.255949	-0.005330
17	 18.0	 90.0	  0.0	0	0.001996	-4.748620	23.056601	-266.079987	1423.349976	-2399.620117	0.256305	0.065528
18	 18.0	 90.0	  0.0	1	-0.000770	4.552350	-15.918400	167.139999	-858.731995	1332.479980	0.295775	-0.000003
18	 18.0	 90.0	  0.0	0	-0.006806	-3.724560	-4.900730	30.985901	75.852203	-248.412003	0.332643	0.091875
19	 18.0	 90.0	  0.0	1	0.010345	3.549070	6.328080	-31.033600	-87.784798	270.203003	0.278744	-0.000004
19	 18.0	 90.0	  0.0	0	-0.006714	-3.761000	-3.932240	27.158100	55.620098	-180.375000	0.355782	0.000414
20	 18.0	 90.0	  0.0	1	-0.001377	4.683450	-21.991899	267.802002	-1504.349976	2620.030029	0.253374	-0.007655
20	 18.0	 90.0	  0.0	0	0.000534	-4.575360	18.767599	-230.938004	1319.280029	-2291.270020	0.256756	0.000000
21	 18.0	 90.0	  0.0	1	0.007085	3.675250	6.333850	-41.728600	-59.165600	252.638000	0.303521	-0.007353
21	 18.0	 90.0	  0.0	0	0.001470	-4.683960	20.987499	-241.130005	1297.689941	-2176.120117	0.260534	0.000027
22	 18.0	 90.0	  0.0	1	-0.000724	4.550910	-16.000299	169.399002	-877.593018	1373.739990	0.292345	-0.000051
22	 18.0	 90.0	  0.0	0	0.000494	-4.514790	14.797500	-155.500000	818.448975	-1292.359985	0.291539	0.000091
23	 18.0	 90.0	  0.0	1	-0.000914	4.558410	-15.461900	152.737000	-752.427979	1125.109985	0.305361	-0.000008
23	 18.0	 90.0	  0.0	0	-0.009553	-3.589600	-6.010140	31.438400	85.716301	-270.472992	0.304042	0.000008
24	 18.0	 90.0	  0.0	1	-0.001177	4.573260	-15.161400	139.962997	-654.054016	933.469971	0.318987	-0.000005
24	 18.0	 90.0	  0.0	0	-0.005082	-3.901320	-1.168610	8.522210	97.840500	-206.822006	0.366669	0.000000
25	 18.0	 90.0	  0.0	1	0.005007	3.920980	0.907835	-13.171600	-32.759102	56.983101	0.291624	-0.000010
25	 18.0	 90.0	  0.0	0	0.000543	-4.473500	11.778500	-98.332497	459.411987	-641.791992	0.336494	0.000001
26	 18.0	 90.0	  0.0	1	0.007745	3.674290	5.545680	-33.121799	-85.037903	282.062012	0.322062	-0.000553
26	 18.0	 90.0	  0.0	0	-0.009436	-3.565920	-6.762720	33.677399	99.954102	-312.321991	0.269337	0.000001
27	 18.0	 90.0	  0.0	1	-0.000483	4.525330	-15.099000	155.552002	-795.359985	1239.729980	0.272484	-0.006631
27	 18.0	 90.0	  0.0	0	0.000726	-4.520220	14.170000	-138.449997	691.594971	-1038.819946	0.306950	0.000013
28	 18.0	 90.0	  0.0	1	-0.001314	4.590420	-15.689500	146.669998	-688.731995	992.106018	0.312667	-0.000011
