0	 18.0	 90.0	  0.0	0	-0.002186	-4.120290	3.299290	30.025801	82.748299	-1626.209961	0.110585	-2.792830
0	 18.0	 90.0	  0.0	1	0.000563	4.366320	-10.444000	-10.636500	295.075989	-950.664978	0.166670	0.000000
1	 18.0	 90.0	  0.0	0	-0.001603	-4.216400	6.231810	23.496599	-86.086197	-365.789001	0.133339	-2.377520
1	 18.0	 90.0	  0.0	1	0.000874	4.317050	-8.890780	-14.174700	276.432007	-846.747009	0.158180	0.000000
2	 18.0	 90.0	  0.0	0	-0.000921	-4.310130	8.663530	14.361600	-276.473999	849.354980	0.156470	0.000000
2	 18.0	 90.0	  0.0	1	0.000879	4.315510	-8.824340	-13.952600	279.997009	-872.961975	0.157260	0.000000
3	 18.0	 90.0	  0.0	0	-0.000938	-4.308290	8.620540	14.175200	-278.558990	867.447021	0.155990	0.000000
3	 18.0	 90.0	  0.0	1	0.000895	4.313660	-8.777220	-13.731000	282.675995	-894.103027	0.156620	0.000000
4	 18.0	 90.0	  0.0	0	-0.000964	-4.305380	8.553950	14.037200	-280.045013	881.705994	0.155400	0.000000
4	 18.0	 90.0	  0.0	1	0.000920	4.311000	-8.718740	-13.539900	284.709015	-911.734985	0.155980	0.000000
5	 18.0	 90.0	  0.0	0	-0.000992	-4.302490	8.496020	13.882800	-281.390015	894.885010	0.154880	0.000000
5	 18.0	 90.0	  0.0	1	0.000951	4.307820	-8.654260	-13.376900	286.183014	-925.765015	0.155380	0.000000
6	 18.0	 90.0	  0.0	0	-0.001014	-4.300150	8.457550	13.678500	-283.027008	909.947021	0.154450	0.000000
6	 18.0	 90.0	  0.0	1	0.000996	4.302910	-8.548340	-13.329000	286.431000	-931.590027	0.154630	0.000000
7	 18.0	 90.0	  0.0	0	-0.000961	-4.307070	8.656300	13.174200	-287.830994	938.677979	0.155190	0.000000
7	 18.0	 90.0	  0.0	1	0.002234	4.126680	-3.788280	-30.945801	-80.991997	1500.130005	0.126663	2.506180
8	 18.0	 90.0	  0.0	0	-0.001151	-4.428420	13.698400	-30.197800	35.105400	-15.542200	0.800080	0.000000
8	 18.0	 90.0	  0.0	1	0.000064	4.378370	-9.953040	2.729040	65.512100	-109.513000	0.408687	0.196069
9	 18.0	 90.0	  0.0	0	-0.000276	-4.377610	10.177700	-3.200940	-63.621601	105.369003	0.412066	-0.197764
9	 18.0	 90.0	  0.0	1	-0.000015	4.396040	-10.413400	3.993830	64.714302	-109.259003	0.412132	0.208921
10	 18.0	 90.0	  0.0	0	0.000110	-4.399090	10.364000	-3.959200	-65.199303	110.851997	0.409875	-0.194557
10	 18.0	 90.0	  0.0	1	-0.000050	4.398380	-10.374500	3.226190	70.498398	-119.053001	0.407890	0.204867
11	 18.0	 90.0	  0.0	0	0.000256	-4.411110	10.507000	-4.531230	-67.069702	116.749001	0.406539	-0.196709
11	 18.0	 90.0	  0.0	1	-0.000300	4.421010	-10.761100	5.782820	65.935898	-117.853996	0.405485	0.190247
12	 18.0	 90.0	  0.0	0	0.000365	-4.420640	10.658100	-5.571500	-66.311897	119.115997	0.401754	-0.228479
12	 18.0	 90.0	  0.0	1	-0.000105	4.410510	-10.683800	6.383430	63.303398	-115.707001	0.403451	0.195904
13	 18.0	 90.0	  0.0	0	-0.000785	-4.334070	9.091660	4.397260	-95.320396	150.246994	0.397260	-0.225742
13	 18.0	 90.0	  0.0	1	0.004266	4.084240	-5.855270	-9.275550	26.390100	48.986301	0.330397	0.123192
14	 18.0	 90.0	  0.0	0	-0.000052	-4.439170	12.140200	-24.829901	31.829599	-16.963400	0.640443	-0.017625
14	 18.0	 90.0	  0.0	1	0.004330	4.156970	-7.866130	2.459360	26.946899	-39.252800	0.485150	0.000000
