 0   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
 1   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
 2   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
 3   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
 4   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
 5   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
 6   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
 7   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
 8   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
 9   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
10   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
11   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
12   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
13   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
14   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
15   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
16   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
17   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
18   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
19   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
20   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
21   0.28574181E-05   0.70361731E-02   0.12438300E-03   0.33430400E-04   0.62831500E-08    20.879000    
