1
-90   90   0
3
0   75   60
75   105   90
105   180   120
0  7
0  60   0   1   3.403162e-06     0.00556357   0.0001869337    3.58055e-08   0.0008297825      -25.47774      0.6288834
0  60   0   0   2.687365e-06    0.004886763   0.0002944018   1.477444e-07   0.0009218296      -32.67946      0.6241707
1  60   0   1   2.849314e-06    0.004994724   1.000569e-06   6.331875e-05   0.0002467481            -40      0.4930239
1  60   0   0   2.449822e-06    0.005140523   0.0001567664   4.552882e-05   0.0009991885      -39.99928      0.6048197
2  60   0   1   2.157623e-06         0.0045   5.735727e-05   9.100404e-05   0.0006993093            -40        0.66895
2  60   0   0   3.235721e-06    0.006363836   0.0003027118   1.012837e-08   0.0002668124      -23.69748      0.6689442
3  60   0   1   3.593614e-06    0.006200799   0.0002897654   2.006606e-06   0.0007867452      -39.43197      0.6400857
3  60   0   0   3.324621e-06    0.006446216   0.0001890701   2.614518e-05   0.0006919628      -33.05852      0.6472088
4  60   0   1   3.211239e-06    0.005785932   0.0002827062   1.000006e-08   0.0009999984      -35.45012      0.6873495
4  60   0   0   3.162537e-06    0.005547718   0.0002551309   1.912554e-08   0.0006120289      -21.29764      0.7076364
5  60   0   1   4.099743e-06     0.00688167   0.0002763966   1.000115e-08   0.0009999977      -26.83072      0.7250827
5  60   0   0   3.009965e-06         0.0045   0.0003259188   1.000049e-08   0.0009999998      -39.31884      0.6771594
6  60   0   1    4.51084e-06    0.007392638   0.0002654822   1.001752e-08          0.001      -39.99994      0.6600212
6  60   0   0   2.578571e-06         0.0045   0.0001060812   7.542605e-05   0.0007190032      -39.99999      0.6480599
7  60   0   1   4.932337e-06     0.00777848   0.0001027082   2.492688e-05          0.001            -40      0.6581963
7  60   0   0   3.387389e-06    0.005631307    7.74376e-05   4.773081e-05   0.0009549035      -33.66807      0.6781013
8  60   0   1   5.670448e-06    0.009011325   0.0002456775   6.715895e-06   0.0005680433      -21.33749      0.7041056
8  60   0   0   6.928191e-06     0.01080174   0.0001378605   8.695186e-06   0.0004668141      -16.71992        0.70102
9  60   0   1   4.657729e-06     0.01021821    1.00076e-06   9.035266e-05   0.0009494084      -39.99904       0.665538
9  60   0   0   6.710331e-06    0.009948786   1.000673e-06   3.513228e-05   0.0001504534            -40      0.4954059
10  60   0   1   4.934747e-06    0.007003477   2.361821e-06    8.53125e-05   0.0009994312      -25.43636      0.7269063
10  60   0   0   8.847713e-06     0.01059502   0.0001789674   7.722236e-08   0.0009999969      -30.61565      0.7207506
11  60   0   1   5.712469e-06    0.009242527   1.000026e-06   6.089555e-05   0.0004104948      -38.86899      0.6536208
11  60   0   0    9.47154e-06     0.01365937   8.345942e-06    5.38611e-06   0.0009082423      -15.34789      0.8107127
12  60   0   1   5.382415e-06    0.007719977   1.000322e-06   9.159582e-05   0.0003799964            -40      0.6841475
12  60   0   0   8.009661e-06     0.01055657   0.0001530373   1.280536e-07   0.0006932448      -16.44972      0.8471502
13  60   0   1   7.455702e-06     0.01001519   1.000071e-06   7.238131e-05   0.0009280934      -39.99993       0.742569
13  60   0   0   5.994006e-06    0.007413633   1.000037e-06   8.764601e-05          0.001            -40      0.7588935
14  60   0   1   5.334118e-06    0.005384798   5.156247e-05   6.226678e-05   0.0005969763      -39.99974      0.6770404
14  60   0   0   5.613442e-06    0.005156629   0.0002485205   1.000009e-08   0.0009999637       -36.8212      0.7343229
15  60   0   1   5.417516e-06    0.005814044   4.479308e-05   4.948547e-05   0.0008041549      -39.99987      0.7106015
15  60   0   0   6.086878e-06    0.005992853   1.000002e-06   5.948635e-05   0.0009124636            -40      0.7164172
16  60   0   1   7.307136e-06    0.007072822          1e-06   5.748736e-05   0.0005559573            -40       0.686763
16  60   0   0   6.769181e-06    0.007412954   5.968033e-05   5.903036e-05   0.0009999997            -40      0.7494918
17  60   0   1   8.437461e-06     0.00780203          1e-06   6.726802e-05   0.0008755182            -40      0.7385046
17  60   0   0   1.163611e-05    0.009305009   1.000005e-06   3.212285e-05   0.0003842927            -40      0.6681086
18  60   0   1   9.808305e-06    0.009750695   1.000005e-06   4.780999e-05   0.0007325025      -20.67318      0.8017201
18  60   0   0   1.071874e-05    0.008558861   1.071172e-06   7.390416e-05   0.0008298309      -39.99879      0.7534547
19  60   0   1   8.475554e-06    0.008567701   7.289271e-05   2.740006e-05          0.001      -35.95673      0.8172667
19  60   0   0   1.024701e-05    0.008764269   0.0001304883   1.001802e-08          0.001      -26.99887      0.8640062
20  60   0   1   7.250573e-06    0.008370775   0.0001915011   1.000662e-08          0.001      -28.43897      0.8014982
20  60   0   0   7.266685e-06    0.008778487   1.000088e-06   5.725319e-05   0.0005111198      -39.50356      0.7036211
21  60   0   1   7.454793e-06     0.01008997          1e-06   5.572585e-05   0.0003257009            -40      0.6866276
21  60   0   0   8.784445e-06    0.009831036   0.0001180242   1.388689e-05   0.0002186309      -39.99875      0.6691058
22  60   0   1   9.106815e-06     0.01036633    0.000101722   1.024831e-08          0.001      -25.41418      0.8289662
22  60   0   0   7.608793e-06    0.008545536   0.0001621313   1.000027e-08          0.001      -33.71478       0.811492
23  60   0   1   6.020774e-06     0.00870035   3.946457e-05   4.242496e-05   0.0004107919      -39.99999      0.7558442
23  60   0   0   6.849196e-06    0.008226006   1.038732e-06   5.010374e-05   0.0003081451      -35.19901      0.7374293
24  60   0   1   5.536867e-06    0.007632463   1.000011e-06   7.250111e-05          0.001      -31.05106      0.8646015
24  60   0   0   7.359337e-06     0.01065255   0.0001167843   9.355289e-06   0.0009999976      -32.16563      0.8718669
25  60   0   1   7.440797e-06     0.01034442   1.000009e-06   4.388853e-05   0.0004550154      -21.54942      0.8478214
25  60   0   0   6.072785e-06    0.008086936    1.00002e-06   4.859856e-05   0.0002486761      -34.93464      0.7341592
26  60   0   1   4.862107e-06    0.005787154   1.687358e-05   4.121559e-05          0.001      -26.17036      0.8223925
26  60   0   0   4.314699e-06    0.004500072   7.446996e-05   3.026297e-05   0.0009999986      -39.99997      0.7960519
27  60   0   1   6.401719e-06    0.007347037   0.0001558755   1.000008e-08          0.001      -39.99999      0.8145152
27  60   0   0    6.11952e-06    0.006652894   3.780227e-05   4.466972e-05   0.0004661416      -39.98603      0.7593681
28  60   0   1   6.998906e-06    0.006414716   0.0001338717   2.268611e-06          0.001            -40      0.8349918
28  60   0   0   6.433652e-06    0.006081889   0.0001472744   1.000071e-08          0.001      -28.15242      0.8703495
29  60   0   1   5.949035e-06    0.006838247   1.000008e-06   5.339777e-05          0.001            -40      0.8336741
29  60   0   0   8.806496e-06      0.0097354   9.653096e-05   1.000592e-08          0.001      -35.35575      0.8563571
30  60   0   1   8.042793e-06     0.01034209   0.0001010563   1.004741e-08   0.0009999998        -20.392      0.9643439
30  60   0   0   5.939494e-06    0.007365764   1.000116e-06   5.781067e-05   0.0006462911      -39.99995      0.8348196
31  60   0   1   6.783949e-06    0.007850091    4.48099e-05   2.750126e-05   0.0009999996      -39.99998      0.8710341
31  60   0   0   6.415078e-06    0.005878178   4.040961e-05   2.472811e-05          0.001      -32.25595      0.8950236
32  60   0   1   7.504915e-06    0.009000082   8.333671e-05   1.964824e-05   0.0007023276      -39.99952      0.8080329
32  60   0   0    5.73383e-06    0.007066878   1.000049e-06   6.155381e-05    0.000563436      -39.99999      0.7894989
33  60   0   1   7.989969e-06    0.008009728   0.0001289852   1.000101e-08          0.001            -40      0.8442373
33  60   0   0   6.635411e-06    0.007609069   1.000004e-06   5.782907e-05          0.001            -40      0.8235199
34  60   0   1    5.70149e-06    0.004945132   3.256523e-05   5.292721e-05          0.001      -29.51811      0.8971796
34  60   0   0   6.506506e-06    0.007679157   6.926784e-05   3.605562e-05          0.001      -34.48919      0.8763705
35  60   0   1   7.379316e-06    0.007520273   0.0001402719   1.000049e-08   0.0007368407      -39.99991      0.8546956
35  60   0   0    5.77733e-06    0.006623727   1.000023e-06   6.739137e-05   0.0008106033      -26.74888      0.8911121
36  60   0   1   6.907338e-06    0.007889237   0.0001112413   7.469525e-06          0.001      -37.23326      0.8756191
36  60   0   0   8.224202e-06    0.007988816   0.0001184884   1.000342e-08          0.001      -27.58525      0.9022161
37  60   0   1   5.915521e-06    0.007319905          1e-06   6.020979e-05   0.0006325032      -39.99998      0.8681876
37  60   0   0   9.672519e-06     0.01099878   8.305534e-05   1.243545e-06   0.0009999999      -23.56273      0.9733203
38  60   0   1    6.25303e-06    0.008064805   0.0001099146   1.001123e-08   0.0009999999      -21.00363      0.9472327
38  60   0   0   5.312745e-06    0.005502835   1.000002e-06   5.046135e-05          0.001       -22.8774      0.9093259
39  60   0   1   6.404549e-06    0.007387194   9.563572e-05   1.000467e-08          0.001      -20.17109      0.9524411
39  60   0   0   4.788461e-06    0.005049124   3.293854e-05   3.867856e-05          0.001      -21.57129      0.9420482
40  60   0   1   6.400361e-06    0.006405483   0.0001220888   1.001485e-08          0.001            -40      0.8841836
40  60   0   0   4.956138e-06    0.005746768   2.798723e-05   4.142535e-05          0.001            -40      0.8783481
41  60   0   1   6.295125e-06    0.006477574   0.0001088968   1.003848e-08   0.0009999999            -40      0.9054767
41  60   0   0   6.089837e-06    0.007467232    8.32724e-05   9.295143e-06   0.0009999999      -38.62092      0.9140078
42  60   0   1   6.813567e-06    0.007371344   0.0001006879   1.000049e-08   0.0009999992      -34.92516      0.9478631
42  60   0   0   7.030036e-06    0.007431128   8.202515e-05   6.034818e-07   0.0009999998      -18.43824       1.010938
43  60   0   1   7.180591e-06    0.008018145   0.0001002918   1.000062e-08   0.0009999999      -38.26347      0.9371283
43  60   0   0   5.095403e-06    0.005519771   1.000003e-06   4.778206e-05          0.001      -25.17126      0.9676566
44  60   0   1   5.649204e-06    0.007698533   1.000017e-06    6.05818e-05          0.001      -27.50729      0.9046824
44  60   0   0   7.801978e-06    0.009157415   1.000007e-06   4.377872e-05   0.0006801688      -26.55989      0.8801695
45  60   0   1   7.607267e-06     0.00967539   0.0001229647   1.000355e-08   0.0009999999      -38.25276      0.8765772
45  60   0   0   9.529892e-06     0.01193592   0.0001229505   1.000005e-08          0.001            -40      0.8807522
46  60   0   1   7.363791e-06    0.008256037   0.0001240288   5.054508e-06          0.001      -27.60372      0.9575018
46  60   0   0   7.800325e-06     0.01184755   1.016815e-06    3.93756e-05   0.0009999967      -17.93803      0.9795046
47  60   0   1   6.581214e-06    0.008434057   3.940614e-05   2.000133e-05          0.001      -13.07656       1.054214
47  60   0   0   7.745035e-06     0.01103441   9.024697e-05   1.003881e-08          0.001      -24.97842      0.9738716
48  60   0   1   8.362483e-06     0.01152871   9.684488e-05   4.891113e-06          0.001            -40      0.9236645
48  60   0   0   5.288551e-06    0.007192598   1.000003e-06   5.670253e-05          0.001      -34.85283      0.9247605
49  60   0   1   6.398827e-06    0.006819275   1.000068e-06   4.849098e-05          0.001      -22.59177       1.014473
49  60   0   0   5.221526e-06    0.007664326   1.000124e-06   5.150421e-05          0.001      -17.32152       1.049871
50  60   0   1   1.297767e-05     0.01387745   0.0001233766   1.001647e-08          0.001      -39.99998      0.8754556
50  60   0   0   1.015357e-05       0.010209   0.0001420118    1.00001e-08          0.001            -40      0.8618893
51  60   0   1   9.201001e-06     0.01106078   1.000003e-06   5.746448e-05   0.0009999987      -15.31501       1.041761
51  60   0   0   7.160855e-06    0.007958555    0.000102954   1.193477e-05    0.000405378      -39.99998      0.8540235
52  60   0   1   1.109193e-05     0.01246072    8.06146e-05   1.417396e-05   0.0009999999      -26.76732       0.965455
52  60   0   0   9.350992e-06    0.009766304   0.0001017985   1.000105e-08          0.001      -31.97466      0.9402724
53  60   0   1   7.135627e-06    0.008980506   8.243486e-05    1.00114e-08          0.001      -32.32062      0.9495069
53  60   0   0    7.19969e-06     0.01024517   1.000035e-06   2.603592e-05          0.001      -22.41051      0.9658352
54  60   0   1   6.783416e-06     0.01160587   8.706704e-05   1.002071e-08   0.0009999991      -27.06822       1.007072
54  60   0   0   7.823949e-06     0.01182886   8.126943e-05   1.000017e-08          0.001      -36.54767      0.9578906
55  60   0   1   6.740648e-06    0.009772441   6.925617e-05   1.000218e-08          0.001      -39.56139      0.9821591
55  60   0   0   6.699961e-06      0.0104263   6.739433e-05   1.000006e-08   0.0009999998      -30.77812       1.017245
0  90   0   1   3.869498e-06    0.006053507    0.000226601   1.015733e-05   0.0002042695      -39.99999      0.5088019
0  90   0   0    3.40051e-06    0.006330567   0.0002170599    2.74528e-05          0.001            -40      0.6160637
1  90   0   1   4.078744e-06    0.007325048   7.838438e-06    4.89308e-05   0.0002459685      -39.99999      0.4942716
1  90   0   0   3.773363e-06    0.007132739    0.000284105   4.707203e-06   0.0009901795      -39.94811      0.6019894
2  90   0   1   3.441735e-06     0.00524447   0.0003539961   4.686252e-06   0.0008503867      -39.95977      0.6688733
2  90   0   0   3.033336e-06    0.006015909   0.0001254609    5.75489e-05   5.638448e-05       -39.9672      0.4635779
3  90   0   1   3.702045e-06    0.006315866    0.000332878   1.010013e-08   0.0009999696      -35.66233      0.6864872
