0  0
1  0
2  0
3  0
4  42
5  42
6  42
7  42
8  62
9  183
10  62
11  62
12  62
13  62
14  20
15  20
16  20
17  20
18  20
19  20
20  20
21  20
22  20
23  20
24  20
25  20
26  20
27  20
28  20
29  20
30  20
31  20
32  20
33  20
34  20
35  20
36  20
37  20
38  20
39  20
40  20
41  20
42  20
43  20
44  0
45  0
46  0
47  0
48  26
49  42
50  42
51  42
52  42
53  42
54  42
55  42
56  42
57  0
58  0
59  0
60  0
61  0
62  0
63  0
64  0
65  0
66  0
67  0
68  0
69  0
70  0
71  0
72  0
73  0
74  0
75  0
76  0
77  0
78  0
79  0
80  0
81  0
82  0
83  0
84  0
85  0
86  0
87  0
88  0
89  0
90  0
91  0
92  0
93  0
94  0
95  0
