0  0
1  0
2  0
3  42
4  42
5  42
6  0
7  170
8  0
9  0
10  0
11  0
12  17
13  17
14  17
15  17
16  0
17  0
18  0
19  0
20  0
21  0
22  0
23  0
24  0
25  0
26  0
27  0
28  0
29  0
30  16
31  16
32  16
33  16
34  0
35  0
36  0
37  12
38  17
39  17
40  17
41  18
42  0
43  0
44  0
45  0
46  0
47  0
48  72
49  72
50  72
51  72
52  72
53  72
54  72
55  0
56  0
57  0
58  0
59  0
60  0
61  0
62  0
63  0
64  0
65  0
66  0
67  0
68  0
69  0
70  0
71  0
72  0
73  0
74  0
75  0
76  50
77  50
78  0
79  0
80  0
81  0
82  0
83  0
84  0
85  0
86  0
87  0
88  0
89  0
90  0
91  0
92  0
93  0
94  0
95  0
