QC2RP2216 -2.234313 .04 1.3418390344324122e-06 -.001188807896599463 3.445376263321255e-06 -6.8208832216945954e-15 -.5241208313120248
QC2RP2176 -2.194313 .04 -2.2617849865163016e-05 .02003837854901906 -5.807477726697602e-05 -3.993808339542172e-15 -.5241208313120248
QC2RP2136 -2.154313 .04 -7.888725790192926e-05 .06989049560222466 -.0002025550597943195 -4.268475833326075e-15 -.5241208313120248
QC2RP2096 -2.114313 .04 -9.71200727301126e-05 .08604393404661201 -.0002493705911737048 -3.679211940804844e-15 -.5241208313120248
QC2RP2056 -2.074313 .04 -9.737786103472366e-05 .08627232267170686 -.0002500325019415969 -3.157403809172525e-15 -.5241208313120248
QC2RP2016 -2.034313 .04 -9.700609162585012e-05 .08594295201126105 -.00024907792731387066 -2.6358937063789577e-15 -.5241208313120248
QC2RP1976 -1.994313 .04 -9.687574463359693e-05 .08582747054909436 -.0002487432415418962 -1.936683812506997e-15 -.5241208313120248
QC2RP1936 -1.954313 .04 -9.687574463359596e-05 .08582747054909351 -.00024874324154189375 -1.1384154153713743e-15 -.5241208313120248
QC2RP1896 -1.914313 .04 -9.700609162584745e-05 .08594295201125868 -.0002490779273138638 -2.224596259401441e-16 -.5241208313120248
QC2RP1856 -1.874313 .04 -9.737786103471933e-05 .08627232267170301 -.00025003250194158576 1.2740672310019467e-15 -.5241208313120248
QC2RP1816 -1.834313 .04 -9.712007273010643e-05 .08604393404660654 -.00024937059117368895 3.823680625149642e-15 -.5241208313120248
QC2RP1776 -1.794313 .04 -7.888725790192365e-05 .06989049560221969 -.00020255505979430507 8.168537180185806e-15 -.5241208313120248
QC2RP1736 -1.754313 .04 -2.2617849865162667e-05 .02003837854901875 -5.807477726697513e-05 9.216576954767186e-15 -.5241208313120248
QC2RP1696 -1.714313 .04 1.341839034409742e-06 -.001188807896579378 3.4453762632630453e-06 1.9503507789820424e-14 -.5241208313120248
QC1REP1620 -1.638774 .04 -.00011133165218028885 -.0011299344135003591 -8.469552717362007e-08 -3.289582594353264e-06 0
QC1REP1580 -1.598774 .04 -.00010739672505450216 -.0022941538179339976 -3.948751701621142e-07 -8.873976296307456e-06 0
QC1REP1540 -1.558774 .04 -.00017396043270863162 -.004375736877776983 -7.874097724830349e-07 -1.8745441493729136e-05 0
QC1REP1500 -1.518774 .04 -.00023172925927973328 -.006054171955714815 -1.06745065625845e-06 -2.5561997451445903e-05 0
QC1REP1460 -1.478774 .04 -.00027359863111806976 -.007192661694620967 -1.2231876193660939e-06 -2.9612288294883202e-05 0
QC1REP1420 -1.438774 .04 -.00030533801328783985 -.008159425055572213 -1.3425849855965595e-06 -3.32709858386495e-05 0
QC1REP1380 -1.398774 .04 -.00033030442588528376 -.009135234078795261 -1.4647546934348949e-06 -3.7283685031879836e-05 0
QC1REP1340 -1.358774 .04 -.0003437853361898817 -.010044442335774105 -1.5821079445173392e-06 -4.161477524700868e-05 0
QC1REP1300 -1.318774 .04 -.00032529660195821356 -.010138007987472672 -1.5732234651360095e-06 -4.3717992757654744e-05 0
QC1REP1260 -1.278774 .04 -.0002411070518308595 -.00732622007052114 -1.0771474784721598e-06 -3.09443982492914e-05 0
QC1REP1220 -1.238774 .04 -.00020847722485025318 -.003335571455087702 -2.6514887883777347e-07 -1.0161020687467672e-05 0
QC1RP1172 -1.191194 .04 -5.008486701911528e-07 .0008231863214806154 -1.0361836925425012e-06 1.2679477819473325e-14 .3483866588115718
QC1RP1132 -1.151194 .04 2.191459775978672e-06 -.003601845864883925 4.533814339299916e-06 6.481814584481828e-15 .3483866588115718
QC1RP1092 -1.111194 .04 8.314607039395181e-05 -.1366574614384881 .00017201723268691547 9.588322247006381e-15 .3483866588115718
QC1RP1052 -1.071194 .04 .00012031822768959581 -.1977529843916017 .0002489210671159271 7.69197617136669e-15 .3483866588115718
QC1RP1012 -1.031194 .04 .00011968503592212394 -.19671228121541467 .0002476110846346796 6.1174543758517765e-15 .3483866588115718
QC1RP972 -.991194 .04 .00011955643263642391 -.19650091105115863 .0002473450229769759 4.568075801904961e-15 .3483866588115718
QC1RP932 -.951194 .04 .00011953645917840626 -.19646808301664168 .00024730370077186023 2.7958748252044425e-15 .3483866588115718
QC1RP892 -.911194 .04 .00011955643263642147 -.1965009110511546 .00024734502297697086 7.798660360296764e-16 .3483866588115718
QC1RP852 -.871194 .04 .00011968503592211914 -.19671228121540676 .00024761108463466967 -1.9151285915381438e-15 .3483866588115718
QC1RP812 -.831194 .04 .00012031822768958883 -.19775298439159023 .0002489210671159127 -7.066834253700569e-15 .3483866588115718
QC1RP772 -.791194 .04 8.314607039394597e-05 -.13665746143847848 .0001720172326869034 -1.7317903126763508e-14 .3483866588115718
QC1RP732 -.751194 .04 2.191459775980496e-06 -.003601845864886923 4.533814339303689e-06 -1.4231381978799613e-14 .3483866588115718
QC1RP692 -.711194 .04 -5.008486701669015e-07 .0008231863214407564 -1.0361836924923286e-06 -3.2116756120563225e-14 .3483866588115718
QC1LP692 0.671194 .04 -4.918741999821067e-07 .0008258306904508484 -6.002370464238296e-07 1.263692768983889e-14 -.25166437279292536
QC1LP732 0.711194 .04 2.152192045735388e-06 -.003613416282409477 2.626332905682109e-06 6.49792178810854e-15 -.25166437279292536
QC1LP772 0.751194 .04 8.165621532163345e-05 -.13709645409562204 9.964557097849109e-05 9.55440060175622e-15 -.25166437279292536
QC1LP812 0.791194 .04 .00011816230232876521 -.1983882377261826 .00014419416865336248 7.67954795827562e-15 -.25166437279292536
QC1LP852 0.831194 .04 .00011754045642480857 -.1973441914390685 .0001434353263543859 6.089769358351976e-15 -.25166437279292536
QC1LP892 0.871194 .04 .0001174141575205015 -.19713214227822434 .0001432812030413709 4.566254979408946e-15 -.25166437279292536
QC1LP932 0.911194 .04 .00011739454195742227 -.19709920878831597 .00014325726605169542 2.783243685385095e-15 -.25166437279292536
QC1LP972 0.951194 .04 .00011741415752049919 -.19713214227822046 .00014328120304136807 7.515233736261149e-16 -.25166437279292536
QC1LP1012 0.991194 .04 .00011754045642480387 -.1973441914390606 .00014343532635438015 -1.9156050863293423e-15 -.25166437279292536
QC1LP1052 1.031194 .04 .00011816230232875835 -.1983882377261711 .0001441941686533541 -7.081947510038446e-15 -.25166437279292536
QC1LP1092 1.071194 .04 8.16562153216273e-05 -.1370964540956117 9.964557097848357e-05 -1.7392522456389187e-14 -.25166437279292536
QC1LP1132 1.111194 .04 2.1521920457370793e-06 -.003613416282412316 2.6263329056841726e-06 -1.4234194087380515e-14 -.25166437279292536
QC1LP1172 1.151194 .04 -4.918741999583287e-07 .0008258306904109265 -6.002370463948133e-07 -3.210908144961405e-14 -.25166437279292536
QC1LEP1220 1.198757 .04 .00021828612059290206 -.0034925117825465196 -6.133564607390849e-07 2.3505025214341045e-05 0
QC1LEP1260 1.238757 .04 .00025245117749258215 -.007670920551208265 -2.491714418853705e-06 7.158222740441063e-05 0
QC1LEP1300 1.278757 .04 .000340601847629615 -.01061500257584303 -3.6392634037558058e-06 .00010113076670797502 0
QC1LEP1340 1.318757 .04 .00035996048239556207 -.010517034866380736 -3.659815479032771e-06 9.626549403059935e-05 0
QC1LEP1380 1.358757 .04 .0003458452936071984 -.009565048199111009 -3.3883477496048032e-06 8.624658703638722e-05 0
QC1LEP1420 1.398757 .04 .00031970420763470227 -.008543327184431465 -3.1057383379667884e-06 7.696419908415266e-05 0
QC1LEP1460 1.438757 .04 .0002864714829733196 -.0075310774433238895 -2.8295420546500402e-06 6.850070661048483e-05 0
QC1LEP1500 1.478757 .04 .0002426321509285061 -.00633902155643643 -2.4692830979198187e-06 5.913135980524619e-05 0
QC1LEP1540 1.518757 .04 .00018214529283466847 -.004581615825255295 -1.8214777610863096e-06 4.336294277654189e-05 0
QC1LEP1580 1.558757 .04 .00011244975566116001 -.0024020941252479986 -9.134460521742825e-07 2.052775016432887e-05 0
QC1LEP1620 1.598757 .04 5.7915811614792236e-05 -.0008715248226109742 -2.6703486319927825e-07 5.622464475073986e-06 0
QC1LEP1660 1.638757 .04 5.865401040608517e-05 -.00031157321969352573 7.111269956253585e-08 1.987171124775705e-06 0
QC2LP1730 1.708335 .04 2.2071712184077877e-07 .00022192214856615566 -3.663263688311966e-07 -8.808027116331252e-15 -.09681750025926023
QC2LP1770 1.748335 .04 4.238200403894735e-05 .04261339273736832 -7.034182719443306e-05 -4.4704744100308494e-15 -.09681750025926023
QC2LP1810 1.788335 .04 .00010247687945023104 .10303636200165646 -.00017008188048608233 -4.6996643427385436e-15 -.09681750025926023
QC2LP1850 1.828335 .04 .00011401253806417468 .11463500067264638 -.0001892277260683327 -3.514496825505734e-15 -.09681750025926023
