1
-90   90   0
3
0   75   60
75   105   90
105   180   120
0  7
0  60   0   1   3.853119e-06    0.004834313          1e-06          1e-08   0.0001123696            -40      0.3000277
0  60   0   0   4.942286e-06    0.006590648          1e-06   1.000009e-08   0.0001094129            -40      0.3361757
1  60   0   1   3.091978e-06         0.0045   1.000005e-06   6.802705e-05    0.000104914            -40      0.4500819
1  60   0   0   3.167701e-06    0.005001218          1e-06   6.390414e-05   0.0001001053            -40      0.4276311
2  60   0   1   3.122031e-06    0.004863192    1.09918e-06   6.159195e-05   9.124216e-05            -40      0.4425024
2  60   0   0   3.034689e-06    0.005282825          1e-06   5.470803e-05   9.253231e-05            -40      0.4219719
3  60   0   1   3.407177e-06    0.004597672   0.0003082047   4.463403e-07   0.0009506925      -39.08778      0.6735306
3  60   0   0   3.526912e-06    0.005608794   0.0003108567   1.000055e-08          0.001            -40      0.6712238
4  60   0   1   3.912829e-06    0.006165631   0.0002839653   1.000026e-08   0.0003228782            -40      0.6347805
4  60   0   0   3.834011e-06    0.006507674    0.000253395    6.49942e-06   0.0005372662            -40      0.6408711
5  60   0   1   5.327188e-06     0.00830965   1.000444e-06   3.346367e-05   0.0001961568      -28.49054      0.5214423
5  60   0   0   3.846064e-06    0.005240236   1.000001e-06   6.541373e-05   0.0001184491            -40      0.4799055
6  60   0   1   4.721633e-06    0.006018635   0.0002808286   1.000029e-08    0.000996322      -26.52605        0.74745
6  60   0   0   4.638577e-06    0.005780506   6.927092e-05   1.610603e-05   0.0003601909      -10.11032      0.7474497
7  60   0   1   5.650287e-06    0.007670509   1.001271e-06   2.792068e-05   0.0003995766      -18.93546       0.663611
7  60   0   0   4.893575e-06    0.006862472   0.0002014893   1.000071e-08   0.0008562192      -19.10262       0.767075
8  60   0   1   5.933647e-06    0.007690149   1.113131e-06   0.0001053556   0.0008090554      -24.17797      0.6827205
8  60   0   0   9.565601e-06    0.009766223   0.0002184584   2.203107e-07   0.0004904075      -19.26608      0.6693194
9  60   0   1   1.501568e-05           0.02          1e-06   1.080741e-05          0.001            -40      0.5493177
9  60   0   0   7.274977e-06    0.008533387   0.0001896862   3.777322e-05   0.0002449231      -39.99922      0.6125616
10  60   0   1   5.112196e-06    0.006136742   3.134509e-05   0.0001121587   0.0009999991            -40      0.6820222
10  60   0   0   5.492245e-06    0.005537312    2.27328e-05   0.0001061099          0.001            -40      0.6906778
11  60   0   1   5.423984e-06     0.00625316   1.000001e-06    0.000104686   0.0004466927      -39.99999      0.6603396
11  60   0   0   5.394141e-06    0.004952243   1.000375e-06   0.0001078696   0.0009999959       -34.9064      0.7326031
12  60   0   1   5.109565e-06    0.005573578          1e-06    0.000135271   0.0002952358            -40      0.6520956
12  60   0   0   5.778728e-06    0.006393154          1e-06   0.0001078869   0.0003193154            -40      0.6481781
13  60   0   1   6.787651e-06     0.00712797   1.000148e-06   0.0001052351   0.0009969705      -23.16602      0.8093469
13  60   0   0   6.416117e-06    0.006122891   3.307632e-05   0.0001055722          0.001            -40      0.7536603
14  60   0   1   6.546845e-06    0.006266046   0.0001105618   4.417421e-05   0.0003645058            -40      0.6292496
14  60   0   0   7.571327e-06    0.007853516   0.0002548932   7.067974e-07   0.0009994899      -36.05863      0.7364327
15  60   0   1   6.623222e-06     0.00664557   0.0001624665   4.430298e-05          0.001            -40      0.7246684
