1
-90  90  0
4
0  60  55
60  80  70
80  100  90
100  180  115
0  8
0   55    0  0.0   0    -0.07831336    0.006512615  -3.076785e-05  -9.633557e-08    4.68976e-09   -3.22242e-11         94.249   0.0007826353
0   55    0  0.0   1    -0.06394623    0.005224279   1.605765e-06  -1.517552e-07  -6.481632e-10   6.099871e-12         94.249   0.0008796389
1   55    0  0.0   0    -0.01086228   -0.001730015   0.0003681766   -8.94147e-06   9.604735e-08  -3.859163e-10       87.08888   0.0008078326
1   55    0  0.0   1    -0.03092764    0.001053657   0.0002330638  -5.877715e-06   6.310675e-08  -2.515019e-10       93.25684     0.00078726
2   55    0  0.0   0     -0.0755649    0.006527448  -2.553291e-05  -1.150925e-07   2.859752e-09  -1.352958e-11       91.37667   0.0007897202
2   55    0  0.0   1    -0.06243855    0.005096154   5.490397e-05  -2.214439e-06   2.783614e-08  -1.222439e-10       96.86529   0.0007867428
3   55    0  0.0   0    -0.08588669    0.007608934  -5.668007e-05   7.001645e-08   5.905434e-09  -4.123323e-11       103.3358   0.0006948379
3   55    0  0.0   1    -0.08288499    0.007400492  -4.718421e-05  -5.545122e-09    4.58105e-09  -2.682889e-11       95.39015   0.0007132272
4   55    0  0.0   0    -0.05745336    0.005941256  -2.324367e-05  -5.838598e-09   2.182946e-09  -1.522093e-11       111.3497   0.0006115056
4   55    0  0.0   1     -0.0834736    0.007617029  -5.329837e-05   4.261634e-08   4.836617e-09  -3.023356e-11       103.2724   0.0006761941
5   55    0  0.0   0    -0.07239568    0.007057886  -4.264087e-05     2.5798e-08   3.378034e-09   -1.97715e-11       105.9678   0.0006453643
5   55    0  0.0   1    -0.02567044    0.002363286   0.0001441991  -3.367633e-06   3.198525e-08  -1.107248e-10       114.1639   0.0006738644
6   55    0  0.0   0    -0.05184336    0.003998796   7.746194e-05  -2.086514e-06   2.025427e-08  -6.917989e-11       113.4289    0.000616058
6   55    0  0.0   1    -0.04576926    0.003899633    8.21359e-05   -2.20158e-06    2.15793e-08  -7.474936e-11         114.75   0.0006826523
7   55    0  0.0   0    -0.05242706    0.004917709   3.061879e-06    -1.5543e-07  -2.274399e-10   6.510776e-12         114.08   0.0007814187
7   55    0  0.0   1    -0.06659073    0.006647111  -3.195527e-05  -1.309638e-08   1.776417e-09   -7.21279e-12       116.7091   0.0007046354
8   55    0  0.0   0    -0.07641596    0.007035834  -3.936444e-05   3.662989e-08   2.457998e-09  -1.333681e-11         124.95   0.0004321486
8   55    0  0.0   1    -0.03817841    0.003225026   8.361593e-05  -1.809416e-06   1.543152e-08  -4.781463e-11       130.4216   0.0004663336
9   55    0  0.0   0    -0.03431209     0.00372133   5.702838e-05  -1.240147e-06   1.008614e-08  -2.951756e-11       143.7639    0.000500985
9   55    0  0.0   1    -0.03368784    0.002635931   0.0001032435  -2.045026e-06   1.610042e-08  -4.549336e-11         143.74   0.0004542564
10   55    0  0.0   0     -0.0785726    0.007129308  -3.947484e-05   3.938831e-08   1.823313e-09  -8.360476e-12       168.5262   0.0004716165
10   55    0  0.0   1    -0.04412194     0.00381653   5.453939e-05  -1.181625e-06    9.21195e-09  -2.522285e-11         155.72   0.0003933557
11   55    0  0.0   0    -0.05882705     0.00574017  -8.080665e-06  -2.349712e-07   2.451935e-09   -7.02592e-12       157.9981    0.000371549
11   55    0  0.0   1    -0.04251032    0.004117774    3.24195e-05  -7.087772e-07   5.116482e-09  -1.283673e-11       158.4071   0.0003544143
12   55    0  0.0   0    -0.05806901    0.005249515  -1.584341e-06  -2.072095e-07   1.619215e-09  -3.770306e-12       169.4051    0.000283071
12   55    0  0.0   1    -0.05665075    0.005282331  -9.557491e-06   -3.80649e-08   3.474522e-10  -5.752388e-13       168.1579   0.0003774866
13   55    0  0.0   0    -0.05567685    0.005820948  -1.819218e-05  -9.768923e-09   5.617669e-10  -1.675019e-12       179.3734   0.0003765622
13   55    0  0.0   1    -0.05830462    0.005738589  -1.709371e-05  -1.609185e-08   5.772133e-10  -1.685742e-12       179.8019    0.000294166
14   55    0  0.0   0    -0.07154752    0.006816782  -3.332917e-05   1.610491e-08   1.423659e-09  -5.742399e-12       154.7564   0.0003813546
14   55    0  0.0   1    -0.06392321    0.006209691  -2.479922e-05   4.651107e-09   1.018679e-09  -3.986057e-12       154.8278   0.0003333928
15   55    0  0.0   0    -0.05895495    0.005866723  -6.477638e-06   -2.93835e-07   2.879035e-09  -7.913297e-12         166.89   0.0003124511
15   55    0  0.0   1    -0.05059327    0.005097798   7.971653e-06   -4.11169e-07   3.300965e-09  -8.453904e-12         166.89   0.0003535711
16   55    0  0.0   0    -0.06866387    0.005599381  -7.794765e-07  -3.099804e-07   2.581905e-09  -6.398011e-12         183.07   0.0002874692
16   55    0  0.0   1    -0.08016833    0.006402829  -2.560641e-05   1.221822e-09   8.781293e-10  -3.009906e-12         183.07   0.0002260972
17   55    0  0.0   0    -0.04137624    0.003926004   3.584951e-05  -6.595129e-07    4.01811e-09  -8.400521e-12         205.75   0.0002671862
17   55    0  0.0   1    -0.05535012    0.004468676   2.581707e-05  -5.821201e-07   3.773842e-09  -8.174664e-12         209.25   0.0004074138
18   55    0  0.0   0    -0.07279494    0.006240606  -2.161042e-05  -7.027232e-09   5.648755e-10  -1.538436e-12        199.853   0.0002568062
18   55    0  0.0   1    -0.07278334    0.005818415  -1.604257e-05  -2.050308e-08    4.14337e-10  -8.907639e-13       196.8767   0.0002717256
19   55    0  0.0   0    -0.08995849    0.008308742  -7.956134e-05   6.999452e-07  -3.328312e-09   6.328437e-12        194.025   0.0007259458
19   55    0  0.0   1    -0.08849284    0.007802765  -6.565228e-05    5.32718e-07  -2.451049e-09   4.679722e-12        194.025   0.0006561051
20   55    0  0.0   0    -0.05288103    0.005602546   -2.32129e-06  -3.089788e-07   2.678522e-09  -6.749477e-12       178.8948   0.0002358463
20   55    0  0.0   1    -0.05398679    0.005941832  -1.948112e-05  -1.211003e-08   6.178896e-10   -1.81999e-12         177.45   0.0002347751
21   55    0  0.0   0    -0.04798734    0.005141245   4.887592e-06   -3.26488e-07   2.406891e-09  -5.513047e-12        191.342   0.0001658807
21   55    0  0.0   1    -0.05306743    0.005351176   2.263487e-06  -3.222644e-07   2.483374e-09  -5.796547e-12          189.3   0.0002108815
22   55    0  0.0   0    -0.04505941    0.005539435  -8.121901e-06  -1.465408e-07   1.254627e-09  -2.808905e-12       192.9778   0.0002758748
22   55    0  0.0   1    -0.05518741    0.006186936  -2.325501e-05   2.483994e-09   6.268655e-10  -1.898442e-12         192.65   0.0002697836
23   55    0  0.0   0    -0.03384597    0.005012098   1.932853e-06  -2.349951e-07   1.595907e-09  -3.270774e-12         206.64   0.0001833187
